Near_Miss_ID,Date,Refinery_Unit,Equipment_ID,Work_Type,Department,Near_Miss_Description,PPE_NonCompliance,Supervisor_Negligence,Maintenance_Delay_or_Issue,Repeated_Issue_Ignored,Previous_Similar_Reports,Immediate_Cause,Potential_Consequence,Risk_Level,Corrective_Action,Action_Status,High_Potential_Near_Miss,source_sheet
01_S-043,2024-10-06,VDU,C-204,Material Handling,HSE,Minor leakage was observed but work was allowed to continue,False,True,False,False,0,Equipment degradation,Hydrocarbon release,Medium,Complete overdue inspection,Open,0,01_Supervisor_Negligence
01_S-044,2024-08-13,Hydrotreating Unit,C-102,Breakdown Maintenance,Electrical Maintenance,Abnormal equipment vibration was reported but operation continued,False,True,False,False,0,Inadequate supervision,Lost-time injury,Low,Complete overdue inspection,Open,0,01_Supervisor_Negligence
01_S-045,2024-01-08,Loading Bay,TK-302,Inspection,HSE,Repeated contractor PPE violations were not escalated,False,True,False,False,0,Procedure not followed,Hydrocarbon release,Medium,Increase supervisory monitoring,Closed,0,01_Supervisor_Negligence
01_S-046,2024-03-14,VDU,GD-22,Work at Height,HSE,Supervisor observed missing PPE but allowed work to continue,False,True,False,False,1,Deferred maintenance,Hydrocarbon release,Low,Escalate recurring issue to HSE and management,Overdue,0,01_Supervisor_Negligence
01_S-047,2025-12-27,Sulfur Recovery Unit,P-305,Material Handling,Contractor,Confined-space work continued without continuous attendant supervision,False,True,False,False,0,Inadequate supervision,Minor injury,High,Stop work and enforce PPE,Overdue,0,01_Supervisor_Negligence
01_S-048,2026-05-14,VDU,V-215,Hot Work,Contractor,Welding continued near hydrocarbon equipment without adequate controls,False,True,False,False,1,Inadequate supervision,Equipment damage,High,Repair/replace defective equipment,Closed,0,01_Supervisor_Negligence
01_S-049,2026-03-08,Loading Bay,C-102,Work at Height,Electrical Maintenance,Hot work continued before required gas test was completed,False,True,False,False,2,Equipment degradation,Equipment damage,Low,Increase supervisory monitoring,In Progress,0,01_Supervisor_Negligence
01_S-050,2024-08-29,Maintenance Area,P-305,Preventive Maintenance,Mechanical Maintenance,Maintenance continued without confirmed isolation,False,True,False,False,1,Corrective action not closed,Lost-time injury,Medium,Implement permanent corrective action,Overdue,0,01_Supervisor_Negligence
01_S-051,2025-04-20,FCC,E-101,Preventive Maintenance,Instrumentation,Abnormal equipment vibration was reported but operation continued,False,True,False,False,2,Deferred maintenance,Fire,Medium,Implement permanent corrective action,Closed,0,01_Supervisor_Negligence
01_S-052,2026-03-26,VDU,C-204,Material Handling,Instrumentation,Abnormal equipment vibration was reported but operation continued,False,True,False,False,0,Unsafe act,Equipment damage,Medium,Stop work and enforce PPE,Closed,0,01_Supervisor_Negligence
01_S-053,2026-05-01,Maintenance Area,E-207,Confined Space,Instrumentation,Hot work continued before required gas test was completed,False,True,False,False,2,Procedure not followed,Equipment damage,Low,Escalate recurring issue to HSE and management,Open,0,01_Supervisor_Negligence
01_S-054,2025-04-05,FCC,P-101,Material Handling,Operations,Lifting operation continued despite unsafe weather conditions,False,True,False,False,2,Corrective action not closed,Equipment damage,High,Increase supervisory monitoring,Closed,0,01_Supervisor_Negligence
01_S-055,2026-01-01,Hydrogen Unit,TK-302,Material Handling,Instrumentation,Minor leakage was observed but work was allowed to continue,False,True,False,False,2,Procedure not followed,Minor injury,Medium,Escalate recurring issue to HSE and management,In Progress,0,01_Supervisor_Negligence
01_S-056,2025-01-07,Maintenance Area,P-101,Work at Height,Operations,Confined-space work continued without continuous attendant supervision,False,True,False,False,1,Inadequate supervision,Fire,High,Stop work and enforce PPE,Overdue,0,01_Supervisor_Negligence
01_S-057,2024-10-17,Maintenance Area,FCC-LINE-08,Breakdown Maintenance,Electrical Maintenance,Abnormal equipment vibration was reported but operation continued,False,True,False,False,0,Inadequate supervision,Minor injury,Medium,Implement permanent corrective action,Overdue,0,01_Supervisor_Negligence
01_S-058,2024-05-12,FCC,FCC-LINE-08,Preventive Maintenance,Contractor,Confined-space work continued without continuous attendant supervision,False,True,False,False,2,Equipment degradation,Fire,High,Review permit and JSA,Closed,0,01_Supervisor_Negligence
01_S-059,2024-01-19,Tank Farm,C-102,Inspection,Mechanical Maintenance,Confined-space work continued without continuous attendant supervision,False,True,False,False,0,Unsafe condition,Fire,Medium,Stop work and enforce PPE,Closed,0,01_Supervisor_Negligence
01_S-060,2026-05-14,Maintenance Area,P-305,Confined Space,Mechanical Maintenance,Minor leakage was observed but work was allowed to continue,False,True,False,False,2,Unsafe condition,Fire,Low,Repair/replace defective equipment,In Progress,0,01_Supervisor_Negligence
01_S-061,2026-01-08,Tank Farm,CDU-LINE-14,Hot Work,Contractor,Supervisor observed missing PPE but allowed work to continue,False,True,False,False,1,Corrective action not closed,Lost-time injury,Medium,Review permit and JSA,In Progress,0,01_Supervisor_Negligence
01_S-062,2025-06-30,Maintenance Area,E-101,Material Handling,Electrical Maintenance,Confined-space work continued without continuous attendant supervision,False,True,False,False,1,Corrective action not closed,Fire,Medium,Review permit and JSA,Overdue,0,01_Supervisor_Negligence
01_S-063,2024-06-14,Tank Farm,GD-22,Work at Height,HSE,Abnormal equipment vibration was reported but operation continued,False,True,False,False,0,Unsafe act,Minor injury,Medium,Implement permanent corrective action,Open,0,01_Supervisor_Negligence
01_S-064,2024-10-18,FCC,GD-22,Confined Space,Operations,Maintenance continued without confirmed isolation,False,True,False,False,1,Unsafe condition,Equipment damage,High,Increase supervisory monitoring,Overdue,0,01_Supervisor_Negligence
01_S-065,2026-06-24,Loading Bay,V-110,Inspection,Instrumentation,Supervisor observed missing PPE but allowed work to continue,False,True,False,False,1,Unsafe act,Hydrocarbon release,Low,Complete overdue inspection,In Progress,0,01_Supervisor_Negligence
01_S-066,2024-01-29,FCC,P-101,Hot Work,Instrumentation,Hot work continued before required gas test was completed,False,True,False,False,2,Equipment degradation,Lost-time injury,Medium,Increase supervisory monitoring,In Progress,0,01_Supervisor_Negligence
01_S-067,2026-02-16,CDU,C-204,Inspection,Mechanical Maintenance,Work continued after permit expiry,False,True,False,False,2,Procedure not followed,Minor injury,Low,Implement permanent corrective action,Overdue,0,01_Supervisor_Negligence
01_S-068,2024-04-23,Hydrogen Unit,V-215,Material Handling,Operations,Welding continued near hydrocarbon equipment without adequate controls,False,True,False,False,1,Unsafe act,Minor injury,Low,Increase supervisory monitoring,Overdue,0,01_Supervisor_Negligence
01_S-069,2025-09-03,Hydrotreating Unit,V-215,Routine Operation,HSE,Minor leakage was observed but work was allowed to continue,False,True,False,False,2,Inadequate supervision,Lost-time injury,Medium,Repair/replace defective equipment,Overdue,0,01_Supervisor_Negligence
01_S-070,2024-07-10,Loading Bay,E-207,Routine Operation,Instrumentation,Minor leakage was observed but work was allowed to continue,False,True,False,False,1,Corrective action not closed,Equipment damage,Low,Review permit and JSA,Open,0,01_Supervisor_Negligence
01_S-071,2025-10-12,VDU,V-110,Inspection,Contractor,Lifting operation continued despite unsafe weather conditions,False,True,False,False,1,Equipment degradation,Fire,Low,Implement permanent corrective action,Open,0,01_Supervisor_Negligence
01_S-072,2026-03-01,Sulfur Recovery Unit,GD-22,Breakdown Maintenance,Contractor,Maintenance continued without confirmed isolation,False,True,False,False,0,Deferred maintenance,Equipment damage,Medium,Implement permanent corrective action,Overdue,0,01_Supervisor_Negligence
01_S-073,2025-10-08,Hydrotreating Unit,C-102,Routine Operation,Mechanical Maintenance,Maintenance continued without confirmed isolation,False,True,False,False,0,Unsafe act,Minor injury,High,Complete overdue inspection,Closed,0,01_Supervisor_Negligence
01_S-074,2025-06-11,Hydrogen Unit,C-204,Work at Height,Operations,Minor leakage was observed but work was allowed to continue,False,True,False,False,1,Corrective action not closed,Minor injury,Medium,Implement permanent corrective action,Closed,0,01_Supervisor_Negligence
01_S-075,2024-10-06,Utilities,V-110,Breakdown Maintenance,Instrumentation,Lifting operation continued despite unsafe weather conditions,False,True,False,False,1,Equipment degradation,Hydrocarbon release,High,Review permit and JSA,Closed,0,01_Supervisor_Negligence
01_M-001,2026-08-04,Utilities,CDU-LINE-14,Breakdown Maintenance,HSE,Pump abnormal vibration inspection was postponed,False,False,True,False,2,Inadequate supervision,Minor injury,High,Complete overdue inspection,Open,0,01_Maintenance_Delay_or_Issue
01_M-002,2024-03-22,Utilities,P-305,Material Handling,Electrical Maintenance,Pressure safety valve inspection was overdue,False,False,True,False,1,Deferred maintenance,Equipment damage,High,Stop work and enforce PPE,Closed,0,01_Maintenance_Delay_or_Issue
01_M-003,2025-09-21,Utilities,V-110,Breakdown Maintenance,Operations,Pressure safety valve inspection was overdue,False,False,True,False,2,Unsafe condition,Minor injury,Low,Increase supervisory monitoring,Overdue,0,01_Maintenance_Delay_or_Issue
01_M-004,2024-02-05,Utilities,CDU-LINE-14,Routine Operation,HSE,Pump abnormal vibration inspection was postponed,False,False,True,False,0,Unsafe condition,Fire,Medium,Implement permanent corrective action,Overdue,0,01_Maintenance_Delay_or_Issue
01_M-005,2026-08-29,FCC,E-207,Work at Height,Instrumentation,Cooling-water restriction remained unresolved,False,False,True,False,1,Inadequate supervision,Equipment damage,Low,Implement permanent corrective action,Closed,0,01_Maintenance_Delay_or_Issue
01_M-006,2024-09-12,Loading Bay,V-215,Preventive Maintenance,Electrical Maintenance,Hydrocarbon leakage from process pipeline flange remained pending for repair,False,False,True,False,2,Corrective action not closed,Hydrocarbon release,Medium,Complete overdue inspection,Overdue,0,01_Maintenance_Delay_or_Issue
01_M-007,2024-08-07,VDU,E-101,Breakdown Maintenance,Contractor,Emergency shutdown button was defective and replacement was delayed,False,False,True,False,0,Deferred maintenance,Lost-time injury,Low,Stop work and enforce PPE,Closed,0,01_Maintenance_Delay_or_Issue
01_M-008,2025-11-14,FCC,TK-302,Breakdown Maintenance,Electrical Maintenance,Pump abnormal vibration inspection was postponed,False,False,True,False,2,Procedure not followed,Fire,Medium,Repair/replace defective equipment,Open,0,01_Maintenance_Delay_or_Issue
01_M-009,2024-07-24,Loading Bay,CDU-LINE-14,Work at Height,Instrumentation,Corrosion on process pipeline was identified but repair was deferred,False,False,True,False,1,Corrective action not closed,Fire,Low,Escalate recurring issue to HSE and management,In Progress,0,01_Maintenance_Delay_or_Issue
01_M-010,2025-09-18,Loading Bay,V-215,Confined Space,HSE,Pump abnormal vibration inspection was postponed,False,False,True,False,1,Unsafe act,Hydrocarbon release,High,Repair/replace defective equipment,Closed,0,01_Maintenance_Delay_or_Issue
01_M-011,2025-10-19,Loading Bay,FCC-LINE-08,Breakdown Maintenance,Mechanical Maintenance,Emergency shutdown button was defective and replacement was delayed,False,False,True,False,1,Deferred maintenance,Lost-time injury,Medium,Escalate recurring issue to HSE and management,Open,0,01_Maintenance_Delay_or_Issue
01_M-012,2026-05-01,FCC,V-110,Inspection,Electrical Maintenance,Damaged electrical cable received only temporary protection,False,False,True,False,0,Procedure not followed,Lost-time injury,Medium,Complete overdue inspection,Open,0,01_Maintenance_Delay_or_Issue
01_M-013,2024-09-13,Maintenance Area,E-207,Preventive Maintenance,HSE,Damaged electrical cable received only temporary protection,False,False,True,False,1,Equipment degradation,Fire,Medium,Repair/replace defective equipment,In Progress,0,01_Maintenance_Delay_or_Issue
01_M-014,2024-06-24,CDU,FCC-LINE-08,Hot Work,Contractor,Repeated mechanical seal leakage was deferred to shutdown,False,False,True,False,0,Unsafe condition,Minor injury,Low,Increase supervisory monitoring,Overdue,0,01_Maintenance_Delay_or_Issue
01_M-015,2025-09-24,Tank Farm,C-102,Confined Space,Electrical Maintenance,Emergency shutdown button was defective and replacement was delayed,False,False,True,False,2,Deferred maintenance,Fire,Medium,Stop work and enforce PPE,Open,0,01_Maintenance_Delay_or_Issue
01_M-016,2024-06-10,Sulfur Recovery Unit,CDU-LINE-14,Breakdown Maintenance,Electrical Maintenance,Gas detector gave intermittent readings and maintenance ticket remained open,False,False,True,False,1,Corrective action not closed,Lost-time injury,High,Implement permanent corrective action,Closed,0,01_Maintenance_Delay_or_Issue
01_M-017,2026-01-21,Loading Bay,P-204,Work at Height,Mechanical Maintenance,Gas detector gave intermittent readings and maintenance ticket remained open,False,False,True,False,0,Deferred maintenance,Equipment damage,Medium,Stop work and enforce PPE,Closed,0,01_Maintenance_Delay_or_Issue
01_M-018,2025-04-05,Utilities,GD-22,Confined Space,Mechanical Maintenance,Pressure gauge malfunction remained awaiting replacement,False,False,True,False,0,Corrective action not closed,Fire,Low,Repair/replace defective equipment,Closed,0,01_Maintenance_Delay_or_Issue
01_M-019,2026-08-14,Tank Farm,E-101,Hot Work,Instrumentation,Corrosion on process pipeline was identified but repair was deferred,False,False,True,False,0,Unsafe act,Equipment damage,High,Stop work and enforce PPE,Overdue,0,01_Maintenance_Delay_or_Issue
01_M-020,2025-06-01,CDU,C-204,Material Handling,HSE,Corrosion on process pipeline was identified but repair was deferred,False,False,True,False,0,Corrective action not closed,Minor injury,Medium,Implement permanent corrective action,Overdue,0,01_Maintenance_Delay_or_Issue
01_M-021,2024-10-19,Sulfur Recovery Unit,PSV-114,Confined Space,Electrical Maintenance,Pump abnormal vibration inspection was postponed,False,False,True,False,1,Unsafe act,Fire,Medium,Review permit and JSA,Open,0,01_Maintenance_Delay_or_Issue
01_M-022,2025-08-06,Utilities,E-207,Material Handling,HSE,Cooling-water restriction remained unresolved,False,False,True,False,2,Inadequate supervision,Minor injury,Medium,Increase supervisory monitoring,Open,0,01_Maintenance_Delay_or_Issue
01_M-023,2024-05-11,Sulfur Recovery Unit,PSV-114,Breakdown Maintenance,Mechanical Maintenance,Gas detector gave intermittent readings and maintenance ticket remained open,False,False,True,False,1,Procedure not followed,Equipment damage,Medium,Escalate recurring issue to HSE and management,Overdue,0,01_Maintenance_Delay_or_Issue
